Unique.Specimen.Identifier;Family1;Order1;Sequence;Specimen.number;Source;Sex;Beak.Length_Culmen;Beak.Length_Nares;Beak.Width;Beak.Depth;Tarsus.Length;Wing.Length;Kipps.Distance;Secondary1;Hand-wing.Index;Tail.Length;Sample.Number;Measurer;Avonet.Protocol.Used;Protocol.both.pairs;Protocol.neither.pair
Allenia fusca_91.1.25.5;Mimidae;PASSERIFORMES;8818;91.1.25.5;NHMUK;M;20,9;NA;5,8;6,1;33;112;NA;NA;NA;99;1;GT;0;0;0
Allenia fusca_91.1.25.5;Mimidae;PASSERIFORMES;8818;91.1.25.5;NHMUK;M;21,5;12,7;5,2;5,8;30,8;124;28,2;95,8;22,7;98;2;NS;1;0;0
Alophoixus flaveolus_1935.4.5.622;Pycnonotidae;PASSERIFORMES;7825;1935.4.5.622;NHMUK;F;22;11,8;4,4;7,5;21,7;97;15;82;15,5;92;1;CS;1;1;0
Alophoixus flaveolus_1935.4.5.622;Pycnonotidae;PASSERIFORMES;7825;1935.4.5.622;NHMUK;F;19,8;12,2;6,3;7,7;21,1;99;17,7;81,3;17,9;85;2;ECJ;1;1;0
Alopochelidon fucata_1885.3.24.163;Hirundinidae;PASSERIFORMES;7758;1885.3.24.163;NHMUK;M;7,5;NA;4;2,3;11,5;96;NA;NA;NA;43;2;GT;0;0;0
Alopochelidon fucata_1885.3.24.163;Hirundinidae;PASSERIFORMES;7758;1885.3.24.163;NHMUK;M;9,6;4,5;3,9;2,2;11,6;95;49;46;51,6;42;1;TB;1;0;0
Amadina fasciata_1923.10.26.430;Estrildidae;PASSERIFORMES;9816;1923.10.26.430;NHMUK;M;10,4;7,8;5,9;7,6;16,4;67;17,4;49,6;26;42;1;CV;1;0;0
Amadina fasciata_1923.10.26.430;Estrildidae;PASSERIFORMES;9816;1923.10.26.430;NHMUK;M;11;NA;6,9;7,9;17,8;66;NA;NA;NA;47;2;GT;0;0;0
Amalocichla incerta_1967.3.5;Petroicidae;PASSERIFORMES;7121;1967.3.5;NHMUK;M;17,9;9,7;3,3;4,1;34,5;77;8,9;68,1;11,6;62;2;CV;1;0;0
Amalocichla incerta_1967.3.5;Petroicidae;PASSERIFORMES;7121;1967.3.5;NHMUK;M;17,3;NA;3,7;4,3;36,2;77;NA;NA;NA;64;1;GT;0;0;0
Amaurocichla bocagii_92.5.31.3;Motacillidae;PASSERIFORMES;10017;92.5.31.3;NHMUK;U;19,1;13;3,9;3,8;23,9;63;6,9;56,1;11;34;2;CS;1;0;0
Amaurocichla bocagii_92.5.31.3;Motacillidae;PASSERIFORMES;10017;92.5.31.3;NHMUK;U;19,6;NA;3,7;4;23,7;65;NA;NA;NA;35;1;GT;0;0;0
Amaurospiza moesta_1899.2.1.498;Cardinalidae;PASSERIFORMES;10720;1899.2.1.498;NHMUK;M;11;NA;NA;7,9;17,3;60,8;9,4;51,4;15,5;51,3;2;APH;0;0;0
Amaurospiza moesta_1899.2.1.498;Cardinalidae;PASSERIFORMES;10720;1899.2.1.498;NHMUK;M;12,5;7,4;5;6,9;17,3;61;10,5;50,5;17,2;50;1;HM;1;0;0
Amblycercus holosericeus_D001109;Icteridae;PASSERIFORMES;10457;D001109;Field1;U;32;19,8;6,3;8,6;30,2;76;9;67;11,8;107;1;ML;1;1;0
Amblycercus holosericeus_D001109;Icteridae;PASSERIFORMES;10457;D001109;Field1;U;33,9;20,6;6,4;8,7;30,2;90;13;77;14,4;105;2;ML;1;1;0
Amblyornis flavifrons_1939.12.9.13;Ptilonorhynchidae;PASSERIFORMES;5918;1939.12.9.13;NHMUK;M;25,2;NA;6,8;NA;34,3;138;NA;NA;NA;77;1;GT;0;0;0
Amblyornis flavifrons_1939.12.9.13;Ptilonorhynchidae;PASSERIFORMES;5918;1939.12.9.13;NHMUK;M;27,4;13,4;6,8;8,3;33,9;132;27,7;104,3;21;84;2;PC;1;0;0
Amblyornis inornata_81.2.18.85;Ptilonorhynchidae;PASSERIFORMES;5917;81.2.18.85;NHMUK;U;31;NA;9,5;9,1;36,5;127;NA;NA;NA;92;1;GT;0;0;0
Amblyornis inornata_81.2.18.85;Ptilonorhynchidae;PASSERIFORMES;5917;81.2.18.85;NHMUK;U;32,3;16,1;9,3;9;35,4;126;21,5;104,5;17,1;104;2;PC;1;0;0
Amblyornis macgregoriae_1953.17.226;Ptilonorhynchidae;PASSERIFORMES;5915;1953.17.226;NHMUK;M;32,8;NA;7,2;8,5;36,8;139;NA;NA;NA;86;1;GT;0;0;0
Amblyornis macgregoriae_1953.17.226;Ptilonorhynchidae;PASSERIFORMES;5915;1953.17.226;NHMUK;M;29;13,1;7,3;8,5;38;138;20,3;117,7;14,7;88;2;PC;1;0;0
Amblyornis subalaris_1904.4.19.30;Ptilonorhynchidae;PASSERIFORMES;5916;1904.4.19.30;NHMUK;M;29,8;NA;7;8,8;35,6;123;NA;NA;NA;89;1;GT;0;0;0
Amblyornis subalaris_1904.4.19.30;Ptilonorhynchidae;PASSERIFORMES;5916;1904.4.19.30;NHMUK;M;26,5;13,7;7;8,8;35,4;121;19;102;15,7;88;2;PC;1;0;0
Ammodramus savannarum_1914.12.1.944;Passerellidae;PASSERIFORMES;10321;1914.12.1.944;NHMUK;F;14,9;8,3;4,2;6,2;19,9;60;12,3;47,7;20,5;41;1;CS;1;1;0
Ammodramus savannarum_1914.12.1.944;Passerellidae;PASSERIFORMES;10321;1914.12.1.944;NHMUK;F;12,9;8,1;4,5;6;19,1;59;11,1;47,9;18,8;40;2;CS;1;1;0
Ammodramus savannarum_1914.12.1.947;Passerellidae;PASSERIFORMES;10321;1914.12.1.947;NHMUK;M;15,4;8;4,7;6,5;18,6;61;13,2;47,8;21,6;43;1;CS;1;1;0
Ammodramus savannarum_1914.12.1.947;Passerellidae;PASSERIFORMES;10321;1914.12.1.947;NHMUK;M;12,8;7,9;4,5;6,1;19;61,5;12,7;48,8;20,7;43;2;CS;1;1;0
Ammodramus savannarum_85.2.10.501;Passerellidae;PASSERIFORMES;10321;85.2.10.501;NHMUK;M;14,6;8,1;4,2;5,8;19,5;56;11,4;44,6;20,4;40;1;CS;1;1;0
Ammodramus savannarum_85.2.10.501;Passerellidae;PASSERIFORMES;10321;85.2.10.501;NHMUK;M;12,9;7,9;4,3;6,1;20,5;57;11,4;45,6;20;40;2;CS;1;1;0
Ammonastes pelzelni_1881.2.26.14;Thamnophilidae;PASSERIFORMES;4577;1881.2.26.14;NHMUK;M;18,2;9,7;3,7;4,1;22,7;56;3;53;5,4;46;2;AMGZ;1;0;0
Ammonastes pelzelni_1881.2.26.14;Thamnophilidae;PASSERIFORMES;4577;1881.2.26.14;NHMUK;M;17,4;NA;3,7;4;21,9;55;NA;NA;NA;50;1;GT;0;0;0
Ammospiza caudacuta_1906.12.7.2680;Passerellidae;PASSERIFORMES;10429;1906.12.7.2680;NHMUK;M;14,4;NA;4;5,3;22,1;55;NA;NA;NA;50;1;GT;0;0;0
Ammospiza caudacuta_1906.12.7.2680;Passerellidae;PASSERIFORMES;10429;1906.12.7.2680;NHMUK;M;17,6;8,5;3,7;5,5;21,7;56;10,6;45,4;18,9;49;2;HM;1;0;0
Ammospiza leconteii_1906.12.7.2817;Passerellidae;PASSERIFORMES;10426;1906.12.7.2817;NHMUK;F;11,4;7;4,3;5,4;17,5;50;9,9;40,1;19,8;58;1;CS;1;1;0
Ammospiza leconteii_1906.12.7.2817;Passerellidae;PASSERIFORMES;10426;1906.12.7.2817;NHMUK;F;10,9;6,9;3,8;5,1;17,4;52;10;42;19,2;51;2;CV;1;1;0
Ammospiza leconteii_99.2.1.2963;Passerellidae;PASSERIFORMES;10426;99.2.1.2963;NHMUK;M;12,1;7,3;4,6;5,1;18,4;53,5;10,2;43,3;19,1;53;2;CS;1;0;0
Ammospiza leconteii_99.2.1.2963;Passerellidae;PASSERIFORMES;10426;99.2.1.2963;NHMUK;M;10,5;7,1;4;4,9;18;53;10,7;42,3;20,2;54;3;CV;1;0;0
Ammospiza leconteii_99.2.1.2963;Passerellidae;PASSERIFORMES;10426;99.2.1.2963;NHMUK;M;11,6;NA;3,7;4,6;18,7;53;NA;NA;NA;54;1;GT;0;0;0
Ampelion rufaxilla_1899.5.1.575;Cotingidae;PASSERIFORMES;5370;1899.5.1.575;NHMUK;M;17,1;7,4;5;5,3;20,8;121;40,2;80,8;33,2;81;1;HM;1;0;0
Ampelion rufaxilla_1899.5.1.575;Cotingidae;PASSERIFORMES;5370;1899.5.1.575;NHMUK;M;22,8;NA;NA;NA;21,4;123;38;85;30,9;81;2;TT;0;0;0
Ampelion rufaxilla_1899.5.1.576;Cotingidae;PASSERIFORMES;5370;1899.5.1.576;NHMUK;M;18,4;NA;5;5,4;19,2;115;NA;NA;NA;82;2;GT;0;0;0
Ampelion rufaxilla_1899.5.1.576;Cotingidae;PASSERIFORMES;5370;1899.5.1.576;NHMUK;M;19;9,1;4,8;5,1;20,1;116;32,2;83,8;27,8;77;1;HM;1;0;0
Amphilais seebohmi_1931.8.18.2789;Locustellidae;PASSERIFORMES;7657;1931.8.18.2789;NHMUK;F;12,1;6,3;2,9;3,3;17;48;8,6;39,4;17,9;94;1;CS;1;1;0
Amphilais seebohmi_1931.8.18.2789;Locustellidae;PASSERIFORMES;7657;1931.8.18.2789;NHMUK;F;12,5;6,5;2,4;3,2;16,7;48,5;7,3;41,2;15,1;92;2;CS;1;1;0
Amphilais seebohmi_1931.8.18.2790;Locustellidae;PASSERIFORMES;7657;1931.8.18.2790;NHMUK;M;12,6;6,6;2,3;3;20,1;51;5,7;45,3;11,2;95;2;CS;1;0;0
Amphilais seebohmi_1931.8.18.2790;Locustellidae;PASSERIFORMES;7657;1931.8.18.2790;NHMUK;M;12,8;NA;2,6;3;18,4;51;NA;NA;NA;93;1;GT;0;0;0
Amphispiza bilineata_1906.12.7.2463;Passerellidae;PASSERIFORMES;10303;1906.12.7.2463;NHMUK;F;11,8;8,7;4,7;6,5;17,8;55;10,1;44,9;18,4;60;1;CS;1;1;0
Amphispiza bilineata_1906.12.7.2463;Passerellidae;PASSERIFORMES;10303;1906.12.7.2463;NHMUK;F;11,3;8,2;4,4;5,9;17,9;63;10,4;52,6;16,5;60;2;CV;1;1;0
Amphispiza bilineata_99.2.1.2075;Passerellidae;PASSERIFORMES;10303;99.2.1.2075;NHMUK;M;11,3;7,9;4,6;5,4;17,8;66;12,5;53,5;18,9;91;2;CV;1;0;0
Amphispiza bilineata_99.2.1.2075;Passerellidae;PASSERIFORMES;10303;99.2.1.2075;NHMUK;M;11,7;NA;4,7;5,3;16,8;66;NA;NA;NA;NA;1;GT;0;0;0
Amphispiza bilineata_99.2.1.2076;Passerellidae;PASSERIFORMES;10303;99.2.1.2076;NHMUK;M;12,1;8,3;4,8;6;18,2;65;11,5;53,5;17,7;65;1;CS;1;1;0
Amphispiza bilineata_99.2.1.2076;Passerellidae;PASSERIFORMES;10303;99.2.1.2076;NHMUK;M;11,6;7,9;4,5;5,6;17,9;67;13,4;53,6;20;64;2;CV;1;1;0
Amphispiza quinquestriata_1899.2.1.2093;Passerellidae;PASSERIFORMES;10304;1899.2.1.2093;NHMUK;M;14,4;NA;5,1;5,8;21,2;70;NA;NA;NA;61;2;GT;0;0;0
Amphispiza quinquestriata_1899.2.1.2093;Passerellidae;PASSERIFORMES;10304;1899.2.1.2093;NHMUK;M;14,4;9,2;4,5;6;21,1;67;9;58;13,4;60;1;HM;1;0;0
Amytornis ballarae_822824;Maluridae;PASSERIFORMES;5962;822824;AMNH;M;15,4;8,1;3,9;4,9;24,2;60,9;10,2;50,7;16,7;71,8;2;BCW;1;0;0
Amytornis ballarae_822824;Maluridae;PASSERIFORMES;5962;822824;AMNH;M;14,2;NA;3,7;5;25,6;60,5;NA;NA;NA;77,5;1;VR;0;0;0
Amytornis ballarae_822826;Maluridae;PASSERIFORMES;5962;822826;AMNH;F;15,5;8,7;4;4,9;23;57;7;50;12,3;68,3;2;BCW;1;0;0
Amytornis ballarae_822826;Maluridae;PASSERIFORMES;5962;822826;AMNH;F;13,1;NA;3,3;4,9;22,9;58;NA;NA;NA;70;1;VR;0;0;0
Amytornis ballarae_822827;Maluridae;PASSERIFORMES;5962;822827;AMNH;M;16,3;7,7;4;5;23,5;61,8;6,9;54,9;11,2;70,2;2;BCW;1;0;0
Amytornis ballarae_822827;Maluridae;PASSERIFORMES;5962;822827;AMNH;M;15,7;NA;3,6;5,1;25,4;62,5;NA;NA;NA;78,5;1;VR;0;0;0
Amytornis barbatus_1972.2.1;Maluridae;PASSERIFORMES;5955;1972.2.1;NHMUK;M;14,5;NA;3,7;4,9;23,9;56;NA;NA;NA;96;1;GT;0;0;0
Amytornis barbatus_1972.2.1;Maluridae;PASSERIFORMES;5955;1972.2.1;NHMUK;M;15,6;7,2;3,6;4,7;23,2;56;6,3;49,7;11,3;97;2;PC;1;0;0
Amytornis dorotheae_B17296;Maluridae;PASSERIFORMES;5957;B17296;ANWC;M;16,2;NA;3,4;5,2;NA;64;NA;NA;NA;88,5;1;NF;0;0;1
Amytornis dorotheae_B17296;Maluridae;PASSERIFORMES;5957;B17296;ANWC;M;14,7;8;3,5;5,1;21,1;61;9;52;14,8;85;2;RC;0;0;1
Amytornis dorotheae_B17316;Maluridae;PASSERIFORMES;5957;B17316;ANWC;F;14;NA;3;4,6;NA;61;NA;NA;NA;79,5;1;NF;0;0;1
Amytornis dorotheae_B17316;Maluridae;PASSERIFORMES;5957;B17316;ANWC;F;14,7;7,3;3,2;4,7;22,2;59;5;54;8,5;79;2;RC;0;0;1
Amytornis dorotheae_B18342;Maluridae;PASSERIFORMES;5957;B18342;ANWC;F;15,6;NA;3,1;4,8;NA;62;NA;NA;NA;80,5;1;NF;0;0;1
Amytornis dorotheae_B18342;Maluridae;PASSERIFORMES;5957;B18342;ANWC;F;14,4;8,1;3,3;4,9;23,1;61;4;57;6,6;82;2;RC;0;0;1
Amytornis dorotheae_B28407;Maluridae;PASSERIFORMES;5957;B28407;ANWC;F;15,8;NA;2,9;4,5;NA;64;NA;NA;NA;78,5;1;NF;0;0;1
Amytornis dorotheae_B28407;Maluridae;PASSERIFORMES;5957;B28407;ANWC;F;13,9;7,6;3,3;4,5;21,1;61;5;56;8,2;80;2;RC;0;0;1
Amytornis goyderi_81.5.1.517;Maluridae;PASSERIFORMES;5961;81.5.1.517;NHMUK;U;12,8;NA;3,6;6,4;21,8;59;NA;NA;NA;75;1;GT;0;0;0
Amytornis goyderi_81.5.1.517;Maluridae;PASSERIFORMES;5961;81.5.1.517;NHMUK;U;13,8;6,7;3,9;6,2;22,5;59;4,2;54,8;7,1;71;2;PC;1;0;0
Amytornis merrotsyi_B36676;Maluridae;PASSERIFORMES;5959;B36676;ANWC;F;NA;NA;3,1;4;NA;57;NA;NA;NA;70,5;1;NF;0;0;1
Amytornis merrotsyi_B36676;Maluridae;PASSERIFORMES;5959;B36676;ANWC;F;13,2;7,4;3;4;23,7;57;6;51;10,5;70;2;RC;0;0;1
Amytornis purnelli_1965.43.549;Maluridae;PASSERIFORMES;5963;1965.43.549;NHMUK;M;15,4;NA;3,2;4,1;24,9;61;NA;NA;NA;77;1;GT;0;0;0
Amytornis purnelli_1965.43.549;Maluridae;PASSERIFORMES;5963;1965.43.549;NHMUK;M;16,5;7,5;3,5;3,9;25,4;60;3,9;56,1;6,5;78;2;PC;1;0;0
Amytornis striatus_81.11.7.1232;Maluridae;PASSERIFORMES;5958;81.11.7.1232;NHMUK;U;14,5;NA;3,2;3,8;25,4;63;NA;NA;NA;88;1;GT;0;0;0
Amytornis striatus_81.11.7.1232;Maluridae;PASSERIFORMES;5958;81.11.7.1232;NHMUK;U;16,5;8;3,1;3,9;23,8;62;4,4;57,6;7,1;94;2;PC;1;0;0
Anabacerthia amaurotis_1895.4.1.593;Furnariidae;PASSERIFORMES;5104;1895.4.1.593;NHMUK;F;17,4;NA;3,8;NA;18,1;71;NA;NA;NA;70;2;GT;0;0;0
Anabacerthia amaurotis_1895.4.1.593;Furnariidae;PASSERIFORMES;5104;1895.4.1.593;NHMUK;F;18,1;11;4;4,7;18,6;72;8,9;63,1;12,4;75;1;TB;1;0;0
Anabathmis reichenbachii_1966.16.2845;Nectariniidae;PASSERIFORMES;9497;1966.16.2845;NHMUK;M;18,4;14,1;3,2;2,6;18,6;60;9;51;15;49;2;CS;1;0;0
Anabathmis reichenbachii_1966.16.2845;Nectariniidae;PASSERIFORMES;9497;1966.16.2845;NHMUK;M;19,1;NA;3,7;3,1;16,1;60;NA;NA;NA;49;1;GT;0;0;0
Anabazenops dorsalis_1927.1.27.46;Furnariidae;PASSERIFORMES;5089;1927.1.27.46;NHMUK;U;22,6;NA;4,4;7,5;22,5;95;NA;NA;NA;77;1;GT;0;0;0
Anabazenops dorsalis_1927.1.27.46;Furnariidae;PASSERIFORMES;5089;1927.1.27.46;NHMUK;U;23,4;15;4,8;7,4;22,1;94;15,2;78,8;16,2;77;2;TB/HM;1;0;0
Anabazenops fuscus_1889.5.14.473;Furnariidae;PASSERIFORMES;5090;1889.5.14.473;NHMUK;U;24,6;NA;4,6;7,5;25,3;92;NA;NA;NA;80;2;GT;0;0;0
Anabazenops fuscus_1889.5.14.473;Furnariidae;PASSERIFORMES;5090;1889.5.14.473;NHMUK;U;25,1;16,9;4,5;7,3;24,8;88;9,8;78,2;11,1;78;1;TB;1;0;0
Andigena cucullata_1905.1.30.684;Ramphastidae;PICIFORMES;3606;1905.1.30.684;NHMUK;F;79,2;65,2;20,8;26,4;41,4;187;19;168;10,2;161,2;2;CS;1;0;0
Andigena cucullata_1905.1.30.684;Ramphastidae;PICIFORMES;3606;1905.1.30.684;NHMUK;F;76,8;NA;22,4;26,4;45,5;171;NA;NA;NA;163;1;GT;0;0;0
Andigena cucullata_99.8.2.2;Ramphastidae;PICIFORMES;3606;99.8.2.2;NHMUK;F;75;59,8;21,6;28,2;35,9;174,5;20,9;153,6;12;165,2;2;CS;1;0;0
Andigena cucullata_99.8.2.2;Ramphastidae;PICIFORMES;3606;99.8.2.2;NHMUK;F;70,2;NA;24,6;27,1;42;169;NA;NA;NA;178;1;GT;0;0;0
Andropadus importunus_1960.18.6;Pycnonotidae;PASSERIFORMES;7767;1960.18.6;NHMUK;M;18;9,3;3,9;5,5;22,2;92;13,3;78,7;14,5;93;2;CV;1;0;0
Andropadus importunus_1960.18.6;Pycnonotidae;PASSERIFORMES;7767;1960.18.6;NHMUK;M;18,8;NA;4,1;5,9;26,1;91;NA;NA;NA;93;1;GT;0;0;0
Androphobus viridis_340497;Psophodidae;PASSERIFORMES;6358;340497;AMNH;M;16,1;7,8;4,5;4,5;26,1;62;5;57;8,1;76;2;BGF;1;1;0
Androphobus viridis_340497;Psophodidae;PASSERIFORMES;6358;340497;AMNH;M;15,5;7,9;3,9;4,5;25,9;64;4,9;59,1;7,7;72;1;CS;1;1;0
Androphobus viridis_340498;Psophodidae;PASSERIFORMES;6358;340498;AMNH;M;15,4;8,6;4,1;4,4;25;62;5;57;8,1;76;2;BGF;1;1;0
Androphobus viridis_340498;Psophodidae;PASSERIFORMES;6358;340498;AMNH;M;14,7;8,1;3,8;4,6;24,8;66;4,3;61,7;6,5;72;1;CS;1;1;0
Androphobus viridis_340499;Psophodidae;PASSERIFORMES;6358;340499;AMNH;F;16,4;8,7;4,8;5,3;24,8;64;4;60;6,3;75;2;BGF;1;1;0
Androphobus viridis_340499;Psophodidae;PASSERIFORMES;6358;340499;AMNH;F;16;8,6;3,6;4,8;25;64;5,7;58,3;8,9;65;1;CS;1;1;0
Anisognathus igniventris_1902.3.13.291;Thraupidae;PASSERIFORMES;11066;1902.3.13.291;NHMUK;M;18,2;9;5,3;6,7;23,1;89;15,3;73,7;17,2;69;1;HM;1;0;0
Anisognathus igniventris_1902.3.13.291;Thraupidae;PASSERIFORMES;11066;1902.3.13.291;NHMUK;M;15,4;NA;NA;8,5;23,6;89;13;76;14,6;70;2;TT;0;0;0
Anisognathus melanogenys_1885.6.7.31;Thraupidae;PASSERIFORMES;11064;1885.6.7.31;NHMUK;F;18,1;NA;5,6;7;26,4;89;NA;NA;NA;78;2;GT;0;0;0
Anisognathus melanogenys_1885.6.7.31;Thraupidae;PASSERIFORMES;11064;1885.6.7.31;NHMUK;F;19,7;9;5,4;7,2;27,5;90;13,9;76,1;15,4;77;1;HM;1;0;0
Anisognathus notabilis_1940.12.5.201;Thraupidae;PASSERIFORMES;11063;1940.12.5.201;NHMUK;M;21,1;NA;5,8;7,6;25,3;96;NA;NA;NA;74;1;GT;0;0;0
Anisognathus notabilis_1940.12.5.201;Thraupidae;PASSERIFORMES;11063;1940.12.5.201;NHMUK;M;21,8;12,7;6;7,3;23,1;96;18,1;77,9;18,9;71;2;HM;1;0;0
Anisognathus somptuosus_1885.6.12.439;Thraupidae;PASSERIFORMES;11061;1885.6.12.439;NHMUK;M;21,1;10;5,5;7;20,3;88;18,5;69,5;21;61;1;HM;1;0;0
Anisognathus somptuosus_1885.6.12.439;Thraupidae;PASSERIFORMES;11061;1885.6.12.439;NHMUK;M;18,8;NA;NA;NA;21,1;89;19;70;21,3;63;2;TT;0;0;0
Anisognathus somptuosus_1896.10.6.173;Thraupidae;PASSERIFORMES;11061;1896.10.6.173;NHMUK;M;21,7;10,8;5,9;8,2;20,5;94;21;73;22,3;69,5;1;HM;1;0;0
Anisognathus somptuosus_1896.10.6.173;Thraupidae;PASSERIFORMES;11061;1896.10.6.173;NHMUK;M;18,7;NA;NA;NA;22,6;92;19;73;20,7;70;2;TT;0;0;0
Anisognathus somptuosus_1896.10.6.174;Thraupidae;PASSERIFORMES;11061;1896.10.6.174;NHMUK;F;22,6;11;6;7,8;21,1;94;18,5;75,5;19,7;71,5;1;HM;1;0;0
Anisognathus somptuosus_1896.10.6.174;Thraupidae;PASSERIFORMES;11061;1896.10.6.174;NHMUK;F;19,3;NA;NA;NA;22,8;95;17;78;17,9;72;2;TT;0;0;0
Anomalospiza imberbis_1915.12.24.1786;Viduidae;PASSERIFORMES;9908;1915.12.24.1786;NHMUK;M;12,3;7,4;4,2;7,4;16,5;64;14,1;49,9;22;48;2;CS;1;0;0
Anomalospiza imberbis_1915.12.24.1786;Viduidae;PASSERIFORMES;9908;1915.12.24.1786;NHMUK;M;13,8;NA;5,2;8,8;17,1;66;NA;NA;NA;42;1;GT;0;0;0
Anomalospiza imberbis_1915.12.24.1796;Viduidae;PASSERIFORMES;9908;1915.12.24.1796;NHMUK;F;13,4;7,3;4,3;7,9;17,2;64;16,2;47,8;25,3;44;2;CS;1;0;0
Anomalospiza imberbis_1915.12.24.1796;Viduidae;PASSERIFORMES;9908;1915.12.24.1796;NHMUK;F;14,6;NA;4,2;8,3;17,2;64;NA;NA;NA;37;1;GT;0;0;0
Anthochaera carunculata_1964.17.610;Meliphagidae;PASSERIFORMES;6132;1964.17.610;NHMUK;M;24,5;NA;5,2;6,3;34;160;NA;NA;NA;179;2;GT;0;0;1
Anthochaera carunculata_1964.17.610;Meliphagidae;PASSERIFORMES;6132;1964.17.610;NHMUK;M;34,2;NA;4,9;6;NA;162;NA;NA;NA;176,5;1;NF;0;0;1
Anthochaera chrysoptera_43.7.14.121;Meliphagidae;PASSERIFORMES;6130;43.7.14.121;NHMUK;F;27,9;NA;3,7;NA;NA;120;NA;NA;NA;138,5;1;NF;0;0;0
Anthochaera chrysoptera_43.7.14.121;Meliphagidae;PASSERIFORMES;6130;43.7.14.121;NHMUK;F;24,7;11,6;3,8;5,3;25,5;119;25,7;93,3;21,6;135,2;2;NS;1;0;0
Anthochaera chrysoptera_696448;Meliphagidae;PASSERIFORMES;6130;696448;AMNH;F;33,9;NA;4,3;6;NA;132;NA;NA;NA;141;1;BM;0;0;1
Anthochaera chrysoptera_696448;Meliphagidae;PASSERIFORMES;6130;696448;AMNH;F;33,9;NA;4,3;5,9;27,3;131;NA;NA;NA;137;2;VR;0;0;1
Anthochaera chrysoptera_99.1.30.34;Meliphagidae;PASSERIFORMES;6130;99.1.30.34;NHMUK;M;30,7;NA;4,6;5,6;28,8;122;NA;NA;NA;140;2;GT;0;0;0
Anthochaera chrysoptera_99.1.30.34;Meliphagidae;PASSERIFORMES;6130;99.1.30.34;NHMUK;M;32,5;NA;3,9;5,4;NA;123;NA;NA;NA;145,5;1;NF;0;0;0
Anthochaera chrysoptera_99.1.30.34;Meliphagidae;PASSERIFORMES;6130;99.1.30.34;NHMUK;M;29,9;11,7;4,1;5,4;29,3;121;25,1;95,9;20,7;136,8;3;NS;1;0;0
Anthochaera paradoxa_86.12.1.1786;Meliphagidae;PASSERIFORMES;6133;86.12.1.1786;NHMUK;M;33,7;NA;4,6;6,5;NA;182;NA;NA;NA;258,5;1;NF;0;0;0
Anthochaera paradoxa_86.12.1.1786;Meliphagidae;PASSERIFORMES;6133;86.12.1.1786;NHMUK;M;32,5;12,1;5;6,4;38,5;171,8;42;129,8;24,4;227,5;2;NS;1;0;0
Anthochaera paradoxa_89.6.12.79;Meliphagidae;PASSERIFORMES;6133;89.6.12.79;NHMUK;M;31,4;NA;4,8;6,2;40,1;173;NA;NA;NA;251;2;GT;0;0;0
Anthochaera paradoxa_89.6.12.79;Meliphagidae;PASSERIFORMES;6133;89.6.12.79;NHMUK;M;29,5;NA;4,5;6;NA;174;NA;NA;NA;239,5;1;NF;0;0;0
Anthochaera paradoxa_89.6.12.79;Meliphagidae;PASSERIFORMES;6133;89.6.12.79;NHMUK;M;30;12;4,8;6,1;41,5;171,6;37,6;134;21,9;250,7;3;NS;1;0;0
Anthochaera phrygia_1955.6.N6.24;Meliphagidae;PASSERIFORMES;6131;1955.6.N6.24;NHMUK;M;20,5;NA;3,5;4,5;23,1;111;NA;NA;NA;98;1;GT;0;0;1
Anthochaera phrygia_1955.6.N6.24;Meliphagidae;PASSERIFORMES;6131;1955.6.N6.24;NHMUK;M;22,4;NA;3,3;4,3;NA;108;NA;NA;NA;97,5;2;NF;0;0;1
Anthornis melanura_52.1.17.82;Meliphagidae;PASSERIFORMES;6073;52.1.17.82;NHMUK;M;19,6;NA;3,6;4;24,6;82;NA;NA;NA;77;2;GT;0;0;1
Anthornis melanura_52.1.17.82;Meliphagidae;PASSERIFORMES;6073;52.1.17.82;NHMUK;M;21,4;NA;2,6;3,7;NA;84;NA;NA;NA;78,5;1;NF;0;0;1
Anthoscopus parvulus_1915.12.24.1211;Remizidae;PASSERIFORMES;7251;1915.12.24.1211;NHMUK;M;8,9;7,1;2,7;3,1;11,4;50;8,5;41,5;17;29;2;CV;1;0;0
Anthoscopus parvulus_1915.12.24.1211;Remizidae;PASSERIFORMES;7251;1915.12.24.1211;NHMUK;M;8,8;NA;3;3,3;12,3;50;NA;NA;NA;26;1;GT;0;0;0
Anthreptes anchietae_88.12.1.8;Nectariniidae;PASSERIFORMES;9479;88.12.1.8;NHMUK;M;17,7;11,5;3;3;15,8;66;11,6;54,4;17,6;46;2;CS;1;0;0
Anthreptes anchietae_88.12.1.8;Nectariniidae;PASSERIFORMES;9479;88.12.1.8;NHMUK;M;18,2;NA;4,5;3,6;17,5;67;NA;NA;NA;44;1;GT;0;0;0
Anthreptes longuemarei_1910.5.6.1060;Nectariniidae;PASSERIFORMES;9485;1910.5.6.1060;NHMUK;M;19,7;12,9;3,8;3,4;16,8;73;14,3;58,7;19,6;47;2;CS;1;0;0
Anthreptes longuemarei_1910.5.6.1060;Nectariniidae;PASSERIFORMES;9485;1910.5.6.1060;NHMUK;M;18,4;NA;4,2;3,7;18,1;72;NA;NA;NA;60;1;GT;0;0;0
Anthreptes rectirostris_1977.20.2313;Nectariniidae;PASSERIFORMES;9490;1977.20.2313;NHMUK;M;14,5;9,8;3,3;3,2;14,3;57;8,2;48,8;14,4;32;2;CS;1;0;0
